timestamp,route,speed_kmh,delay_per_km_min,weather,is_weekend
2024-04-16 08:00:00,Nguyen Trai,7.11,6.94,Clear,0
2024-04-16 09:00:00,Nguyen Trai,10.14,4.42,Clear,0
2024-04-16 10:00:00,Nguyen Trai,20.34,1.45,Clear,0
2024-04-16 11:00:00,Nguyen Trai,27.95,0.65,Clear,0
2024-04-16 12:00:00,Nguyen Trai,21.07,1.35,Clear,0
2024-04-16 13:00:00,Nguyen Trai,21.71,1.26,Clear,0
2024-04-16 14:00:00,Nguyen Trai,26.24,0.79,Clear,0
2024-04-16 15:00:00,Nguyen Trai,23.18,1.09,Clear,0
2024-04-16 16:00:00,Nguyen Trai,23.03,1.11,Clear,0
2024-04-16 17:00:00,Nguyen Trai,8.86,5.27,Clear,0
2024-04-16 18:00:00,Nguyen Trai,9.43,4.86,Clear,0
2024-04-16 19:00:00,Nguyen Trai,6.21,8.16,Clear,0
2024-04-16 20:00:00,Nguyen Trai,40.01,0.0,Clear,0
2024-04-16 21:00:00,Nguyen Trai,40.67,0.0,Clear,0
2024-04-16 22:00:00,Nguyen Trai,41.57,0.0,Clear,0
2024-04-16 23:00:00,Nguyen Trai,41.9,0.0,Clear,0
2024-04-17 00:00:00,Nguyen Trai,41.05,0.0,Clear,0
2024-04-17 01:00:00,Nguyen Trai,37.57,0.1,Clear,0
2024-04-17 02:00:00,Nguyen Trai,32.24,0.36,Rain,0
2024-04-17 03:00:00,Nguyen Trai,44.37,0.0,Clear,0
2024-04-17 04:00:00,Nguyen Trai,26.79,0.74,Rain,0
2024-04-17 05:00:00,Nguyen Trai,39.21,0.03,Clear,0
2024-04-17 06:00:00,Nguyen Trai,35.68,0.18,Clear,0
2024-04-17 07:00:00,Nguyen Trai,11.07,3.92,Clear,0
2024-04-17 08:00:00,Nguyen Trai,8.35,5.68,Clear,0
2024-04-17 09:00:00,Nguyen Trai,7.71,6.28,Clear,0
2024-04-17 10:00:00,Nguyen Trai,25.31,0.87,Clear,0
2024-04-17 11:00:00,Nguyen Trai,23.83,1.02,Clear,0
2024-04-17 12:00:00,Nguyen Trai,21.17,1.33,Clear,0
2024-04-17 13:00:00,Nguyen Trai,27.23,0.7,Clear,0
2024-04-17 14:00:00,Nguyen Trai,25.49,0.85,Clear,0
2024-04-17 15:00:00,Nguyen Trai,21.56,1.28,Clear,0
2024-04-17 16:00:00,Nguyen Trai,24.75,0.92,Clear,0
2024-04-17 17:00:00,Nguyen Trai,6.33,7.97,Rain,0
2024-04-17 18:00:00,Nguyen Trai,3.08,17.96,Rain,0
2024-04-17 19:00:00,Nguyen Trai,7.87,6.12,Clear,0
2024-04-17 20:00:00,Nguyen Trai,37.0,0.12,Clear,0
2024-04-17 21:00:00,Nguyen Trai,39.26,0.03,Clear,0
2024-04-17 22:00:00,Nguyen Trai,38.57,0.06,Clear,0
2024-04-17 23:00:00,Nguyen Trai,40.6,0.0,Clear,0
2024-04-18 00:00:00,Nguyen Trai,28.26,0.62,Rain,0
2024-04-18 01:00:00,Nguyen Trai,41.33,0.0,Clear,0
2024-04-18 02:00:00,Nguyen Trai,23.75,1.03,Rain,0
2024-04-18 03:00:00,Nguyen Trai,43.96,0.0,Clear,0
2024-04-18 04:00:00,Nguyen Trai,28.91,0.58,Rain,0
2024-04-18 05:00:00,Nguyen Trai,27.58,0.68,Rain,0
2024-04-18 06:00:00,Nguyen Trai,29.09,0.56,Rain,0
2024-04-18 07:00:00,Nguyen Trai,4.09,13.16,Heavy Rain,0
2024-04-18 08:00:00,Nguyen Trai,6.29,8.04,Clear,0
2024-04-18 09:00:00,Nguyen Trai,11.37,3.78,Clear,0
2024-04-18 10:00:00,Nguyen Trai,23.94,1.01,Clear,0
2024-04-18 11:00:00,Nguyen Trai,21.26,1.32,Clear,0
2024-04-18 12:00:00,Nguyen Trai,12.97,3.13,Rain,0
2024-04-18 13:00:00,Nguyen Trai,24.25,0.97,Clear,0
2024-04-18 14:00:00,Nguyen Trai,23.86,1.01,Clear,0
2024-04-18 15:00:00,Nguyen Trai,20.77,1.39,Clear,0
2024-04-18 16:00:00,Nguyen Trai,23.36,1.07,Clear,0
2024-04-18 17:00:00,Nguyen Trai,6.16,8.25,Clear,0
2024-04-18 18:00:00,Nguyen Trai,7.46,6.54,Clear,0
2024-04-18 19:00:00,Nguyen Trai,5.2,10.04,Clear,0
2024-04-18 20:00:00,Nguyen Trai,39.87,0.0,Clear,0
2024-04-18 21:00:00,Nguyen Trai,37.08,0.12,Clear,0
2024-04-18 22:00:00,Nguyen Trai,42.72,0.0,Clear,0
2024-04-18 23:00:00,Nguyen Trai,42.58,0.0,Clear,0
2024-04-19 00:00:00,Nguyen Trai,42.18,0.0,Clear,0
2024-04-19 01:00:00,Nguyen Trai,45.54,0.0,Clear,0
2024-04-19 02:00:00,Nguyen Trai,40.48,0.0,Clear,0
2024-04-19 03:00:00,Nguyen Trai,36.7,0.13,Clear,0
2024-04-19 04:00:00,Nguyen Trai,39.87,0.0,Clear,0
2024-04-19 05:00:00,Nguyen Trai,43.64,0.0,Clear,0
2024-04-19 06:00:00,Nguyen Trai,38.09,0.08,Clear,0
2024-04-19 07:00:00,Nguyen Trai,9.09,5.1,Clear,0
2024-04-19 08:00:00,Nguyen Trai,9.17,5.04,Clear,0
2024-04-19 09:00:00,Nguyen Trai,5.95,8.58,Clear,0
2024-04-19 10:00:00,Nguyen Trai,7.29,6.73,Heavy Rain,0
2024-04-19 11:00:00,Nguyen Trai,20.65,1.41,Clear,0
2024-04-19 12:00:00,Nguyen Trai,9.35,4.92,Heavy Rain,0
2024-04-19 13:00:00,Nguyen Trai,20.0,1.5,Clear,0
2024-04-19 14:00:00,Nguyen Trai,22.5,1.17,Clear,0
2024-04-19 15:00:00,Nguyen Trai,23.77,1.02,Clear,0
2024-04-19 16:00:00,Nguyen Trai,15.73,2.32,Rain,0
2024-04-19 17:00:00,Nguyen Trai,8.2,5.82,Clear,0
2024-04-19 18:00:00,Nguyen Trai,4.24,12.66,Rain,0
2024-04-19 19:00:00,Nguyen Trai,3.0,18.5,Heavy Rain,0
2024-04-19 20:00:00,Nguyen Trai,44.52,0.0,Clear,0
2024-04-19 21:00:00,Nguyen Trai,43.69,0.0,Clear,0
2024-04-19 22:00:00,Nguyen Trai,38.21,0.07,Clear,0
2024-04-19 23:00:00,Nguyen Trai,37.55,0.1,Clear,0
2024-04-20 00:00:00,Nguyen Trai,26.54,0.76,Rain,1
2024-04-20 01:00:00,Nguyen Trai,43.08,0.0,Clear,1
2024-04-20 02:00:00,Nguyen Trai,37.57,0.1,Clear,1
2024-04-20 03:00:00,Nguyen Trai,44.61,0.0,Clear,1
2024-04-20 04:00:00,Nguyen Trai,35.75,0.18,Clear,1
2024-04-20 05:00:00,Nguyen Trai,23.41,1.06,Rain,1
2024-04-20 06:00:00,Nguyen Trai,45.59,0.0,Clear,1
2024-04-20 07:00:00,Nguyen Trai,42.5,0.0,Clear,1
2024-04-20 08:00:00,Nguyen Trai,37.79,0.09,Clear,1
2024-04-20 09:00:00,Nguyen Trai,12.94,3.14,Heavy Rain,1
2024-04-20 10:00:00,Nguyen Trai,25.0,0.9,Clear,1
2024-04-20 11:00:00,Nguyen Trai,26.7,0.75,Clear,1
2024-04-20 12:00:00,Nguyen Trai,29.16,0.56,Clear,1
2024-04-20 13:00:00,Nguyen Trai,12.56,3.28,Heavy Rain,1
2024-04-20 14:00:00,Nguyen Trai,30.54,0.46,Clear,1
2024-04-20 15:00:00,Nguyen Trai,25.35,0.87,Clear,1
2024-04-20 16:00:00,Nguyen Trai,24.86,0.91,Clear,1
2024-04-20 17:00:00,Nguyen Trai,30.65,0.46,Clear,1
2024-04-20 18:00:00,Nguyen Trai,24.84,0.92,Clear,1
2024-04-20 19:00:00,Nguyen Trai,27.3,0.7,Clear,1
2024-04-20 20:00:00,Nguyen Trai,32.28,0.36,Clear,1
2024-04-20 21:00:00,Nguyen Trai,41.92,0.0,Clear,1
2024-04-20 22:00:00,Nguyen Trai,41.33,0.0,Clear,1
2024-04-20 23:00:00,Nguyen Trai,41.95,0.0,Clear,1
2024-04-21 00:00:00,Nguyen Trai,23.07,1.1,Rain,1
2024-04-21 01:00:00,Nguyen Trai,40.01,0.0,Clear,1
2024-04-21 02:00:00,Nguyen Trai,37.53,0.1,Clear,1
2024-04-21 03:00:00,Nguyen Trai,44.32,0.0,Clear,1
2024-04-21 04:00:00,Nguyen Trai,28.87,0.58,Rain,1
2024-04-21 05:00:00,Nguyen Trai,29.22,0.55,Rain,1
2024-04-21 06:00:00,Nguyen Trai,38.31,0.07,Clear,1
2024-04-21 07:00:00,Nguyen Trai,23.84,1.02,Rain,1
2024-04-21 08:00:00,Nguyen Trai,35.74,0.18,Clear,1
2024-04-21 09:00:00,Nguyen Trai,39.63,0.01,Clear,1
2024-04-21 10:00:00,Nguyen Trai,25.7,0.84,Clear,1
2024-04-21 11:00:00,Nguyen Trai,31.03,0.43,Clear,1
2024-04-21 12:00:00,Nguyen Trai,17.5,1.93,Rain,1
2024-04-21 13:00:00,Nguyen Trai,31.39,0.41,Clear,1
2024-04-21 14:00:00,Nguyen Trai,28.3,0.62,Clear,1
2024-04-21 15:00:00,Nguyen Trai,29.87,0.51,Clear,1
2024-04-21 16:00:00,Nguyen Trai,30.74,0.45,Clear,1
2024-04-21 17:00:00,Nguyen Trai,26.58,0.76,Clear,1
2024-04-21 18:00:00,Nguyen Trai,20.73,1.39,Rain,1
2024-04-21 19:00:00,Nguyen Trai,31.09,0.43,Clear,1
2024-04-21 20:00:00,Nguyen Trai,9.61,4.74,Heavy Rain,1
2024-04-21 21:00:00,Nguyen Trai,12.53,3.29,Heavy Rain,1
2024-04-21 22:00:00,Nguyen Trai,43.23,0.0,Clear,1
2024-04-21 23:00:00,Nguyen Trai,25.56,0.85,Rain,1
2024-04-22 00:00:00,Nguyen Trai,39.47,0.02,Clear,0
2024-04-22 01:00:00,Nguyen Trai,40.49,0.0,Clear,0
2024-04-22 02:00:00,Nguyen Trai,42.85,0.0,Clear,0
2024-04-22 03:00:00,Nguyen Trai,27.34,0.69,Rain,0
2024-04-22 04:00:00,Nguyen Trai,37.93,0.08,Clear,0
2024-04-22 05:00:00,Nguyen Trai,40.38,0.0,Clear,0
2024-04-22 06:00:00,Nguyen Trai,37.38,0.11,Clear,0
2024-04-22 07:00:00,Nguyen Trai,7.27,6.75,Clear,0
2024-04-22 08:00:00,Nguyen Trai,8.44,5.61,Clear,0
2024-04-22 09:00:00,Nguyen Trai,4.72,11.21,Rain,0
2024-04-22 10:00:00,Nguyen Trai,20.39,1.44,Clear,0
2024-04-22 11:00:00,Nguyen Trai,23.68,1.03,Clear,0
2024-04-22 12:00:00,Nguyen Trai,16.75,2.08,Rain,0
2024-04-22 13:00:00,Nguyen Trai,22.93,1.12,Clear,0
2024-04-22 14:00:00,Nguyen Trai,23.08,1.1,Clear,0
2024-04-22 15:00:00,Nguyen Trai,23.08,1.1,Clear,0
2024-04-22 16:00:00,Nguyen Trai,26.75,0.74,Clear,0
2024-04-22 17:00:00,Nguyen Trai,5.91,8.65,Clear,0
2024-04-22 18:00:00,Nguyen Trai,4.38,12.2,Clear,0
2024-04-22 19:00:00,Nguyen Trai,6.41,7.86,Clear,0
2024-04-22 20:00:00,Nguyen Trai,36.48,0.14,Clear,0
2024-04-22 21:00:00,Nguyen Trai,43.58,0.0,Clear,0
2024-04-22 22:00:00,Nguyen Trai,30.53,0.47,Rain,0
2024-04-22 23:00:00,Nguyen Trai,37.91,0.08,Clear,0
2024-04-23 00:00:00,Nguyen Trai,40.14,0.0,Clear,0
2024-04-23 01:00:00,Nguyen Trai,27.94,0.65,Rain,0
2024-04-23 02:00:00,Nguyen Trai,30.39,0.47,Rain,0
2024-04-23 03:00:00,Nguyen Trai,28.49,0.61,Rain,0
2024-04-23 04:00:00,Nguyen Trai,41.56,0.0,Clear,0
2024-04-23 05:00:00,Nguyen Trai,42.51,0.0,Clear,0
2024-04-23 06:00:00,Nguyen Trai,36.9,0.13,Clear,0
2024-04-23 07:00:00,Nguyen Trai,6.88,7.22,Clear,0
2024-04-23 08:00:00,Nguyen Trai,9.15,5.06,Clear,0
2024-04-23 09:00:00,Nguyen Trai,8.0,6.0,Clear,0
2024-04-23 10:00:00,Nguyen Trai,24.53,0.95,Clear,0
2024-04-23 11:00:00,Nguyen Trai,23.49,1.05,Clear,0
2024-04-23 12:00:00,Nguyen Trai,23.09,1.1,Clear,0
2024-04-23 13:00:00,Nguyen Trai,21.22,1.33,Clear,0
2024-04-23 14:00:00,Nguyen Trai,20.87,1.38,Clear,0
2024-04-23 15:00:00,Nguyen Trai,17.56,1.92,Rain,0
2024-04-23 16:00:00,Nguyen Trai,20.64,1.41,Clear,0
2024-04-23 17:00:00,Nguyen Trai,8.35,5.69,Clear,0
2024-04-23 18:00:00,Nguyen Trai,3.64,14.98,Rain,0
2024-04-23 19:00:00,Nguyen Trai,6.23,8.12,Clear,0
2024-04-23 20:00:00,Nguyen Trai,37.77,0.09,Clear,0
2024-04-23 21:00:00,Nguyen Trai,45.65,0.0,Clear,0
2024-04-23 22:00:00,Nguyen Trai,37.24,0.11,Clear,0
2024-04-23 23:00:00,Nguyen Trai,24.97,0.9,Rain,0
2024-04-24 00:00:00,Nguyen Trai,40.51,0.0,Clear,0
2024-04-24 01:00:00,Nguyen Trai,42.56,0.0,Clear,0
2024-04-24 02:00:00,Nguyen Trai,41.62,0.0,Clear,0
2024-04-24 03:00:00,Nguyen Trai,41.33,0.0,Clear,0
2024-04-24 04:00:00,Nguyen Trai,35.71,0.18,Clear,0
2024-04-24 05:00:00,Nguyen Trai,38.85,0.04,Clear,0
2024-04-24 06:00:00,Nguyen Trai,18.02,1.83,Heavy Rain,0
2024-04-24 07:00:00,Nguyen Trai,8.1,5.91,Clear,0
2024-04-24 08:00:00,Nguyen Trai,6.67,7.49,Clear,0
2024-04-24 09:00:00,Nguyen Trai,11.25,3.84,Clear,0
2024-04-24 10:00:00,Nguyen Trai,25.31,0.87,Clear,0
2024-04-24 11:00:00,Nguyen Trai,23.59,1.04,Clear,0
2024-04-24 12:00:00,Nguyen Trai,26.75,0.74,Clear,0
2024-04-24 13:00:00,Nguyen Trai,27.43,0.69,Clear,0
2024-04-24 14:00:00,Nguyen Trai,22.09,1.22,Clear,0
2024-04-24 15:00:00,Nguyen Trai,23.25,1.08,Clear,0
2024-04-24 16:00:00,Nguyen Trai,14.66,2.59,Rain,0
2024-04-24 17:00:00,Nguyen Trai,4.61,11.51,Rain,0
2024-04-24 18:00:00,Nguyen Trai,9.47,4.84,Clear,0
2024-04-24 19:00:00,Nguyen Trai,4.29,12.48,Clear,0
2024-04-24 20:00:00,Nguyen Trai,39.38,0.02,Clear,0
2024-04-24 21:00:00,Nguyen Trai,41.32,0.0,Clear,0
2024-04-24 22:00:00,Nguyen Trai,39.96,0.0,Clear,0
2024-04-24 23:00:00,Nguyen Trai,37.99,0.08,Clear,0
2024-04-25 00:00:00,Nguyen Trai,42.28,0.0,Clear,0
2024-04-25 01:00:00,Nguyen Trai,40.8,0.0,Clear,0
2024-04-25 02:00:00,Nguyen Trai,41.83,0.0,Clear,0
2024-04-25 03:00:00,Nguyen Trai,42.91,0.0,Clear,0
2024-04-25 04:00:00,Nguyen Trai,35.23,0.2,Clear,0
2024-04-25 05:00:00,Nguyen Trai,41.64,0.0,Clear,0
2024-04-25 06:00:00,Nguyen Trai,37.56,0.1,Clear,0
2024-04-25 07:00:00,Nguyen Trai,9.07,5.12,Clear,0
2024-04-25 08:00:00,Nguyen Trai,5.97,8.54,Rain,0
2024-04-25 09:00:00,Nguyen Trai,9.78,4.63,Clear,0
2024-04-25 10:00:00,Nguyen Trai,17.65,1.9,Rain,0
2024-04-25 11:00:00,Nguyen Trai,19.72,1.54,Clear,0
2024-04-25 12:00:00,Nguyen Trai,25.72,0.83,Clear,0
2024-04-25 13:00:00,Nguyen Trai,17.77,1.88,Rain,0
2024-04-25 14:00:00,Nguyen Trai,25.2,0.88,Clear,0
2024-04-25 15:00:00,Nguyen Trai,26.25,0.79,Clear,0
2024-04-25 16:00:00,Nguyen Trai,26.82,0.74,Clear,0
2024-04-25 17:00:00,Nguyen Trai,5.28,9.85,Clear,0
2024-04-25 18:00:00,Nguyen Trai,4.91,10.71,Rain,0
2024-04-25 19:00:00,Nguyen Trai,7.24,6.78,Clear,0
2024-04-25 20:00:00,Nguyen Trai,43.03,0.0,Clear,0
2024-04-25 21:00:00,Nguyen Trai,39.21,0.03,Clear,0
2024-04-25 22:00:00,Nguyen Trai,42.65,0.0,Clear,0
2024-04-25 23:00:00,Nguyen Trai,37.78,0.09,Clear,0
2024-04-26 00:00:00,Nguyen Trai,42.77,0.0,Clear,0
2024-04-26 01:00:00,Nguyen Trai,38.97,0.04,Clear,0
2024-04-26 02:00:00,Nguyen Trai,30.14,0.49,Rain,0
2024-04-26 03:00:00,Nguyen Trai,44.76,0.0,Clear,0
2024-04-26 04:00:00,Nguyen Trai,37.11,0.12,Clear,0
2024-04-26 05:00:00,Nguyen Trai,42.87,0.0,Clear,0
2024-04-26 06:00:00,Nguyen Trai,39.27,0.03,Clear,0
2024-04-26 07:00:00,Nguyen Trai,11.5,3.72,Clear,0
2024-04-26 08:00:00,Nguyen Trai,7.55,6.45,Clear,0
2024-04-26 09:00:00,Nguyen Trai,6.17,8.23,Clear,0
2024-04-26 10:00:00,Nguyen Trai,24.91,0.91,Clear,0
2024-04-26 11:00:00,Nguyen Trai,20.73,1.39,Clear,0
2024-04-26 12:00:00,Nguyen Trai,22.04,1.22,Clear,0
2024-04-26 13:00:00,Nguyen Trai,24.97,0.9,Clear,0
2024-04-26 14:00:00,Nguyen Trai,25.79,0.83,Clear,0
2024-04-26 15:00:00,Nguyen Trai,25.32,0.87,Clear,0
2024-04-26 16:00:00,Nguyen Trai,19.84,1.52,Clear,0
2024-04-26 17:00:00,Nguyen Trai,6.76,7.38,Rain,0
2024-04-26 18:00:00,Nguyen Trai,5.21,10.02,Clear,0
2024-04-26 19:00:00,Nguyen Trai,5.58,9.25,Clear,0
2024-04-26 20:00:00,Nguyen Trai,45.71,0.0,Clear,0
2024-04-26 21:00:00,Nguyen Trai,44.28,0.0,Clear,0
2024-04-26 22:00:00,Nguyen Trai,38.86,0.04,Clear,0
2024-04-26 23:00:00,Nguyen Trai,38.4,0.06,Clear,0
2024-04-27 00:00:00,Nguyen Trai,40.1,0.0,Clear,1
2024-04-27 01:00:00,Nguyen Trai,35.77,0.18,Clear,1
2024-04-27 02:00:00,Nguyen Trai,37.74,0.09,Clear,1
2024-04-27 03:00:00,Nguyen Trai,35.49,0.19,Clear,1
2024-04-27 04:00:00,Nguyen Trai,42.14,0.0,Clear,1
2024-04-27 05:00:00,Nguyen Trai,40.4,0.0,Clear,1
2024-04-27 06:00:00,Nguyen Trai,14.0,2.79,Heavy Rain,1
2024-04-27 07:00:00,Nguyen Trai,43.07,0.0,Clear,1
2024-04-27 08:00:00,Nguyen Trai,38.08,0.08,Clear,1
2024-04-27 09:00:00,Nguyen Trai,41.54,0.0,Clear,1
2024-04-27 10:00:00,Nguyen Trai,26.36,0.78,Clear,1
2024-04-27 11:00:00,Nguyen Trai,24.83,0.92,Clear,1
2024-04-27 12:00:00,Nguyen Trai,28.41,0.61,Clear,1
2024-04-27 13:00:00,Nguyen Trai,19.04,1.65,Rain,1
2024-04-27 14:00:00,Nguyen Trai,27.72,0.66,Clear,1
2024-04-27 15:00:00,Nguyen Trai,30.01,0.5,Clear,1
2024-04-27 16:00:00,Nguyen Trai,20.28,1.46,Rain,1
2024-04-27 17:00:00,Nguyen Trai,27.05,0.72,Clear,1
2024-04-27 18:00:00,Nguyen Trai,24.81,0.92,Clear,1
2024-04-27 19:00:00,Nguyen Trai,18.65,1.72,Rain,1
2024-04-27 20:00:00,Nguyen Trai,28.81,0.58,Clear,1
2024-04-27 21:00:00,Nguyen Trai,43.21,0.0,Clear,1
2024-04-27 22:00:00,Nguyen Trai,37.52,0.1,Clear,1
2024-04-27 23:00:00,Nguyen Trai,37.99,0.08,Clear,1
2024-04-28 00:00:00,Nguyen Trai,38.89,0.04,Clear,1
2024-04-28 01:00:00,Nguyen Trai,37.55,0.1,Clear,1
2024-04-28 02:00:00,Nguyen Trai,37.31,0.11,Clear,1
2024-04-28 03:00:00,Nguyen Trai,25.29,0.87,Rain,1
2024-04-28 04:00:00,Nguyen Trai,43.82,0.0,Clear,1
2024-04-28 05:00:00,Nguyen Trai,43.25,0.0,Clear,1
2024-04-28 06:00:00,Nguyen Trai,35.77,0.18,Clear,1
2024-04-28 07:00:00,Nguyen Trai,43.41,0.0,Clear,1
2024-04-28 08:00:00,Nguyen Trai,43.72,0.0,Clear,1
2024-04-28 09:00:00,Nguyen Trai,39.59,0.02,Clear,1
2024-04-28 10:00:00,Nguyen Trai,14.56,2.62,Heavy Rain,1
2024-04-28 11:00:00,Nguyen Trai,31.6,0.4,Clear,1
2024-04-28 12:00:00,Nguyen Trai,32.6,0.34,Clear,1
2024-04-28 13:00:00,Nguyen Trai,27.9,0.65,Clear,1
2024-04-28 14:00:00,Nguyen Trai,32.38,0.35,Clear,1
2024-04-28 15:00:00,Nguyen Trai,28.95,0.57,Clear,1
2024-04-28 16:00:00,Nguyen Trai,27.91,0.65,Clear,1
2024-04-28 17:00:00,Nguyen Trai,27.59,0.68,Clear,1
2024-04-28 18:00:00,Nguyen Trai,10.53,4.2,Heavy Rain,1
2024-04-28 19:00:00,Nguyen Trai,27.04,0.72,Clear,1
2024-04-28 20:00:00,Nguyen Trai,27.39,0.69,Clear,1
2024-04-28 21:00:00,Nguyen Trai,39.96,0.0,Clear,1
2024-04-28 22:00:00,Nguyen Trai,38.97,0.04,Clear,1
2024-04-28 23:00:00,Nguyen Trai,40.44,0.0,Clear,1
2024-04-29 00:00:00,Nguyen Trai,44.44,0.0,Clear,0
2024-04-29 01:00:00,Nguyen Trai,18.72,1.71,Heavy Rain,0
2024-04-29 02:00:00,Nguyen Trai,36.58,0.14,Clear,0
2024-04-29 03:00:00,Nguyen Trai,22.16,1.21,Rain,0
2024-04-29 04:00:00,Nguyen Trai,37.17,0.11,Clear,0
2024-04-29 05:00:00,Nguyen Trai,40.29,0.0,Clear,0
2024-04-29 06:00:00,Nguyen Trai,37.91,0.08,Clear,0
2024-04-29 07:00:00,Nguyen Trai,10.28,4.34,Clear,0
2024-04-29 08:00:00,Nguyen Trai,10.84,4.03,Clear,0
2024-04-29 09:00:00,Nguyen Trai,6.85,7.26,Rain,0
2024-04-29 10:00:00,Nguyen Trai,16.77,2.08,Rain,0
2024-04-29 11:00:00,Nguyen Trai,27.87,0.65,Clear,0
2024-04-29 12:00:00,Nguyen Trai,27.84,0.66,Clear,0
2024-04-29 13:00:00,Nguyen Trai,14.65,2.6,Rain,0
2024-04-29 14:00:00,Nguyen Trai,25.71,0.83,Clear,0
2024-04-29 15:00:00,Nguyen Trai,16.55,2.13,Rain,0
2024-04-29 16:00:00,Nguyen Trai,20.26,1.46,Clear,0
2024-04-29 17:00:00,Nguyen Trai,5.68,9.06,Rain,0
2024-04-29 18:00:00,Nguyen Trai,7.36,6.65,Clear,0
2024-04-29 19:00:00,Nguyen Trai,6.64,7.53,Rain,0
2024-04-29 20:00:00,Nguyen Trai,38.98,0.04,Clear,0
2024-04-29 21:00:00,Nguyen Trai,26.15,0.79,Rain,0
2024-04-29 22:00:00,Nguyen Trai,37.38,0.11,Clear,0
2024-04-29 23:00:00,Nguyen Trai,39.31,0.03,Clear,0
2024-04-30 00:00:00,Nguyen Trai,42.41,0.0,Clear,0
2024-04-30 01:00:00,Nguyen Trai,27.73,0.66,Rain,0
2024-04-30 02:00:00,Nguyen Trai,35.87,0.17,Clear,0
2024-04-30 03:00:00,Nguyen Trai,40.26,0.0,Clear,0
2024-04-30 04:00:00,Nguyen Trai,41.08,0.0,Clear,0
2024-04-30 05:00:00,Nguyen Trai,35.97,0.17,Clear,0
2024-04-30 06:00:00,Nguyen Trai,40.37,0.0,Clear,0
2024-04-30 07:00:00,Nguyen Trai,5.85,8.76,Rain,0
2024-04-30 08:00:00,Nguyen Trai,7.52,6.48,Clear,0
2024-04-30 09:00:00,Nguyen Trai,7.99,6.01,Clear,0
2024-04-30 10:00:00,Nguyen Trai,22.67,1.15,Clear,0
2024-04-30 11:00:00,Nguyen Trai,21.26,1.32,Clear,0
2024-04-30 12:00:00,Nguyen Trai,21.55,1.28,Clear,0
2024-04-30 13:00:00,Nguyen Trai,26.66,0.75,Clear,0
2024-04-30 14:00:00,Nguyen Trai,26.69,0.75,Clear,0
2024-04-30 15:00:00,Nguyen Trai,23.26,1.08,Clear,0
2024-04-30 16:00:00,Nguyen Trai,24.55,0.94,Clear,0
2024-04-30 17:00:00,Nguyen Trai,7.74,6.25,Rain,0
2024-04-30 18:00:00,Nguyen Trai,9.43,4.86,Clear,0
2024-04-30 19:00:00,Nguyen Trai,5.01,10.48,Rain,0
2024-04-30 20:00:00,Nguyen Trai,37.97,0.08,Clear,0
2024-04-30 21:00:00,Nguyen Trai,36.44,0.15,Clear,0
2024-04-30 22:00:00,Nguyen Trai,38.29,0.07,Clear,0
2024-04-30 23:00:00,Nguyen Trai,41.68,0.0,Clear,0
2024-05-01 00:00:00,Nguyen Trai,39.84,0.01,Clear,0
2024-05-01 01:00:00,Nguyen Trai,27.06,0.72,Rain,0
2024-05-01 02:00:00,Nguyen Trai,27.31,0.7,Rain,0
2024-05-01 03:00:00,Nguyen Trai,29.37,0.54,Rain,0
2024-05-01 04:00:00,Nguyen Trai,39.08,0.04,Clear,0
2024-05-01 05:00:00,Nguyen Trai,39.48,0.02,Clear,0
2024-05-01 06:00:00,Nguyen Trai,39.15,0.03,Clear,0
2024-05-01 07:00:00,Nguyen Trai,6.65,7.52,Rain,0
2024-05-01 08:00:00,Nguyen Trai,12.43,3.33,Clear,0
2024-05-01 09:00:00,Nguyen Trai,6.07,8.38,Rain,0
2024-05-01 10:00:00,Nguyen Trai,25.87,0.82,Clear,0
2024-05-01 11:00:00,Nguyen Trai,17.23,1.98,Rain,0
2024-05-01 12:00:00,Nguyen Trai,26.34,0.78,Clear,0
2024-05-01 13:00:00,Nguyen Trai,22.85,1.13,Clear,0
2024-05-01 14:00:00,Nguyen Trai,24.78,0.92,Clear,0
2024-05-01 15:00:00,Nguyen Trai,27.07,0.72,Clear,0
2024-05-01 16:00:00,Nguyen Trai,22.34,1.19,Clear,0
2024-05-01 17:00:00,Nguyen Trai,4.54,11.71,Clear,0
2024-05-01 18:00:00,Nguyen Trai,4.05,13.31,Rain,0
2024-05-01 19:00:00,Nguyen Trai,5.73,8.97,Clear,0
2024-05-01 20:00:00,Nguyen Trai,30.78,0.45,Rain,0
2024-05-01 21:00:00,Nguyen Trai,41.48,0.0,Clear,0
2024-05-01 22:00:00,Nguyen Trai,44.99,0.0,Clear,0
2024-05-01 23:00:00,Nguyen Trai,37.11,0.12,Clear,0
2024-05-02 00:00:00,Nguyen Trai,37.79,0.09,Clear,0
2024-05-02 01:00:00,Nguyen Trai,41.74,0.0,Clear,0
2024-05-02 02:00:00,Nguyen Trai,38.05,0.08,Clear,0
2024-05-02 03:00:00,Nguyen Trai,36.72,0.13,Clear,0
2024-05-02 04:00:00,Nguyen Trai,40.75,0.0,Clear,0
2024-05-02 05:00:00,Nguyen Trai,41.9,0.0,Clear,0
2024-05-02 06:00:00,Nguyen Trai,35.71,0.18,Clear,0
2024-05-02 07:00:00,Nguyen Trai,9.55,4.78,Clear,0
2024-05-02 08:00:00,Nguyen Trai,9.2,5.02,Clear,0
2024-05-02 09:00:00,Nguyen Trai,11.44,3.74,Clear,0
